display_id,sentence_id,sentence_en,sentence_ko,translation_ok,cited_indicators,auto_status,auto_entailment,auto_detail
Q102,S3,Their confidence level appears elevated compared to typical performance benchmarks.,그들의 자신감 수준은 일반적인 성능 기준에 비해 높아 보인다.,True,overconfidence,PASS,0.91162109375,
Q050,S1,The student demonstrates a strong sense of certainty in their responses.,학생은 자신의 답변에 대해 강한 확신을 보인다.,True,overconfidence,PASS,0.73388671875,
Q050,S2,This confidence appears to be consistently maintained across multiple instances.,이 자신감은 여러 사례에서 일관되게 유지되는 듯하다.,True,overconfidence,FAIL_NLI,0.0011072158813476562,entailment=0.001 < 임계값0.5
Q050,S3,There is no indication of hesitation or doubt in their approach.,그들의 접근 방식에는 회의나 의심의 징후가 전혀 보이지 않는다.,True,overconfidence,FAIL_NLI,0.260498046875,entailment=0.260 < 임계값0.5
Q111,S1,The student demonstrates a strong sense of certainty in their responses despite potential inaccuracies.,"학생은 답변에서 강한 확신을 보이지만, 잠재적으로 오류가 있을 수 있음.",True,overconfidence,FAIL_NLI,0.167724609375,entailment=0.168 < 임계값0.5
Q111,S2,The level of confidence appears elevated compared to typical expectations.,자신감 수준은 일반적인 기대에 비해 높아 보인다.,True,overconfidence,PASS,0.9638671875,
Q111,S3,This may indicate a tendency to overestimate their understanding of the material.,이는 자료에 대한 이해도를 과도하게 과대평가하는 경향을 나타낼 수 있습니다.,True,overconfidence,FAIL_NLI,0.007556915283203125,entailment=0.008 < 임계값0.5
Q002,S1,The student may have been overly confident in their understanding of the skill.,학생은 기술에 대한 이해를 너무 과신했을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.0019292831420898438,entailment=0.002 < 임계값0.5
Q002,S2,The student may have shown signs of inconsistency in applying the knowledge correctly.,학생은 지식을 올바르게 적용하는 데 일관성이 부족한 징후를 보일 수 있다.,True,slipping,PASS,0.75439453125,
Q134,S1,The student exhibits a strong sense of certainty in their responses despite potential inaccuracies.,"학생은 답변에서 강한 확신을 보이지만, 잠재적으로 오류가 있을 수 있음.",True,overconfidence,FAIL_NLI,0.146240234375,entailment=0.146 < 임계값0.5
Q134,S2,The level of confidence appears elevated compared to typical expectations.,자신감 수준은 일반적인 기대에 비해 높아 보인다.,True,overconfidence,PASS,0.9638671875,
Q134,S3,This may indicate a tendency to overestimate their understanding of the material.,이는 자료에 대한 이해도를 과도하게 과대평가하는 경향을 나타낼 수 있습니다.,True,overconfidence,FAIL_NLI,0.007556915283203125,entailment=0.008 < 임계값0.5
Q103,S1,The student may have overestimated their ability to handle the skill correctly.,학생은 해당 기술을 올바르게 처리할 능력을 과대평가했을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.005584716796875,entailment=0.006 < 임계값0.5
Q103,S2,"This appears to be, though this is not Certain, a sign of confidence beyond what is warranted.","이는 확실하지는 않지만, 과도한 자신감의 징후로 보인다.",True,overconfidence,PASS,0.81201171875,
Q103,S3,The level of overconfidence recorded suggests a potential disconnect between actual performance and perceived mastery.,기록된 과신 수준은 실제 수행 능력과 인식된 숙련도 사이의 잠재적 불일치를 시사한다.,True,overconfidence,FAIL_NLI,0.0281982421875,entailment=0.028 < 임계값0.5
Q129,S1,The student demonstrates a strong sense of certainty in their responses.,학생은 자신의 답변에 대해 강한 확신을 보인다.,True,overconfidence,PASS,0.73388671875,
Q129,S2,This confidence appears to be consistently high throughout the task.,이 자신감은 작업 전반에 걸쳐 일관되게 높아 보인다.,True,overconfidence,FAIL_NLI,0.00144195556640625,entailment=0.001 < 임계값0.5
Q129,S3,There is no indication of hesitation or doubt in their approach.,그들의 접근 방식에는 회의나 의심의 징후가 전혀 보이지 않는다.,True,overconfidence,FAIL_NLI,0.260498046875,entailment=0.260 < 임계값0.5
Q127,S1,The student demonstrated a strong sense of certainty in their responses.,학생은 답변에서 강한 확신을 보여주었다.,True,overconfidence,PASS,0.6708984375,
Q127,S2,The level of confidence indicated was maximal.,표시된 자신감 수준은 최대였다.,True,overconfidence,FAIL_NLI,0.2366943359375,entailment=0.237 < 임계값0.5
Q127,S3,There appears to be no indication of doubt or hesitation in their approach.,그들의 접근 방식에는 의심이나 망설임의 징후가 보이지 않는다.,True,overconfidence,FAIL_NLI,0.334716796875,entailment=0.335 < 임계값0.5
Q101,S1,"The student exhibits signs of overconfidence, indicated by a high level of certainty in their responses.",학생은 답변에 대한 높은 확신을 보여주는 과신의 징후를 보입니다.,True,overconfidence,PASS,0.70947265625,
Q101,S2,"The student also shows tendencies of slipping, suggesting occasional lapses in attention or focus.","학생은 또한 미끄러지는 경향을 보이며, 주의나 집중력에 대한 가끔씩의 소홀을 시사한다.",True,slipping,FAIL_NLI,0.00861358642578125,entailment=0.009 < 임계값0.5
Q117,S1,The student may have been overly confident in their ability to handle the task.,학생은 작업을 처리할 수 있다는 자신감이 지나치게 있었을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.004795074462890625,entailment=0.005 < 임계값0.5
Q117,S2,The student may have made errors due to a lack of attention or focus.,학생은 주의력이나 집중력 부족으로 인해 오류를 범했을 수도 있습니다.,True,slipping,FAIL_NLI,0.01029205322265625,entailment=0.010 < 임계값0.5
Q032,S1,The student may have overestimated their ability to interpret the number line correctly.,학생은 수선을 올바르게 해석할 수 있는 능력을 과대평가했을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.0008668899536132812,entailment=0.001 < 임계값0.5
Q032,S2,This indicates a potential lack of awareness regarding their actual skill level in this task.,이는 이 작업에서 실제 기술 수준에 대한 인식 부족의 가능성을 나타냅니다.,True,overconfidence,FAIL_NLI,0.029296875,entailment=0.029 < 임계값0.5
Q032,S3,There appears to be a disconnect between perceived and actual performance.,인식된 성과와 실제 성과 사이에 차이가 있는 것으로 보인다.,True,overconfidence,PASS,0.5615234375,
Q019,S1,The student demonstrates a strong sense of confidence in their ability to interpret number lines.,학생은 수선을 해석할 능력에 대한 자신감을 강하게 보여준다.,True,overconfidence,FAIL_NLI,0.0004916191101074219,entailment=0.000 < 임계값0.5
Q019,S2,The student also shows signs of inconsistency in maintaining accurate responses throughout the task.,학생은 작업 전반에 걸쳐 정확한 답변을 유지하는 데 일관성이 부족한 징후를 보인다.,True,slipping,FAIL_NLI,0.00319671630859375,entailment=0.003 < 임계값0.5
Q066,S1,The student may have been overly confident in their ability to solve problems related to multiplying decimals.,학생은 소수의 곱셈 관련 문제를 해결할 능력에 대해 과도하게 자신감을 가졌을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.0005002021789550781,entailment=0.001 < 임계값0.5
Q066,S2,"This confidence appears to be consistently high, though this is not certain.","이 자신감은 일관되게 높아 보이지만, 이는 확실하지 않습니다.",True,overconfidence,FAIL_NLI,0.0066070556640625,entailment=0.007 < 임계값0.5
Q066,S3,There is no clear indication of specific strategies being used to address challenges in this skill area.,이 기술 분야에서 도전 과제에 대응하기 위한 구체적인 전략이 사용되고 있음을 분명히 나타내는 증거는 없습니다.,True,overconfidence,FAIL_NLI,0.0068817138671875,entailment=0.007 < 임계값0.5
Q022,S1,The student may have overestimated their ability to handle complex problems.,학생은 복잡한 문제를 처리할 능력이 과도하게 과대평가되었을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.003711700439453125,entailment=0.004 < 임계값0.5
Q022,S2,There is no clear indication of any specific strategy being consistently applied or avoided.,어떤 특정 전략이 일관되게 적용되거나 회피되고 있는지에 대한 명확한 징후는 없다.,True,overconfidence,FAIL_NLI,0.00933837890625,entailment=0.009 < 임계값0.5
Q022,S3,The level of confidence expressed does not seem to align with observable problem-solving actions.,표현된 자신감 수준은 관찰 가능한 문제 해결 행동과 일치하지 않는 듯 보인다.,True,overconfidence,FAIL_NLI,0.004474639892578125,entailment=0.004 < 임계값0.5
Q089,S1,The student demonstrates a strong sense of confidence in their abilities.,학생은 자신의 능력에 대해 강한 자신감을 보여준다.,True,overconfidence,FAIL_NLI,0.23828125,entailment=0.238 < 임계값0.5
Q089,S2,The student also shows signs of inconsistency in maintaining focus during tasks.,학생은 작업 중 집중력을 유지하는 데 일관성이 부족한 징후도 보인다.,True,slipping,FAIL_NLI,0.00518798828125,entailment=0.005 < 임계값0.5
Q131,S1,The student exhibits a strong sense of overconfidence in their understanding of probability concepts.,학생은 확률 개념에 대한 이해에 대해 과도한 자신감을 보인다.,True,overconfidence,FAIL_NLI,0.0009179115295410156,entailment=0.001 < 임계값0.5
Q131,S2,This high level of confidence may lead to less careful consideration of alternative solutions.,이 높은 수준의 자신감은 대안적인 해결책에 대한 신중한 고려를 줄일 수 있다.,True,overconfidence,FAIL_NLI,0.0012369155883789062,entailment=0.001 < 임계값0.5
Q131,S3,"At the same time, there appears to be a notable presence of unproductive frustration during problem-solving tasks.",문제 해결 과제 중에서 비생산적인 좌절이 상당히 나타나는 것으로 보인다.,True,unproductive_frustration,FAIL_NLI,0.268798828125,entailment=0.269 < 임계값0.5
Q037,S1,The student may have overestimated their ability to perform the task successfully.,학생은 작업을 성공적으로 수행할 수 있는 능력을 과대평가했을 수도 있습니다.,True,overconfidence,FAIL_NLI,0.00753021240234375,entailment=0.008 < 임계값0.5
Q037,S2,This indicates a possible lack of awareness regarding the difficulty of the skill being practiced.,이는 연습 중인 기술의 어려움에 대한 인식 부족이 있을 수 있음을 나타냅니다.,True,overconfidence,FAIL_NLI,0.003063201904296875,entailment=0.003 < 임계값0.5
Q037,S3,There appears to be a tendency to rely on prior knowledge rather than current feedback.,이전 지식에 의존하는 경향이 있는 것으로 보인다.,True,overconfidence,FAIL_NLI,0.419677734375,entailment=0.420 < 임계값0.5
Q037,S4,The high level of confidence might lead to less attention given to corrective guidance.,높은 자신감은 교정 지도에 대한 관심을 줄일 수 있다.,True,overconfidence,FAIL_NLI,0.0006318092346191406,entailment=0.001 < 임계값0.5
Q093,S1,The student may have been avoiding tasks that require critical thinking.,학생은 비판적 사고가 필요한 작업을 피했을 수도 있습니다.,True,cognitive_avoidance,FAIL_NLI,0.09521484375,entailment=0.095 < 임계값0.5
Q093,S2,The behavior suggests a possible reluctance to engage deeply with complex material.,이 행동은 복잡한 자료와 깊이적으로 소통하는 데 대한 가능성이 있는 거부감을 나타냅니다.,True,cognitive_avoidance} There appears to be a trend of minimizing effort in analytical activities. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a trend of minimizing effort in analytical activities. [cognitive_avoidance}'} — 환각 의심
Q093,S3,The pattern indicates a potential inclination to bypass challenging aspects of work.,이 패턴은 작업의 어려운 측면을 회피하는 잠재적인 경향을 나타냅니다.,True,cognitive_avoidance,PASS,0.95751953125,
Q053,S1,"The student provided a correct response without seeking assistance, though it remains unclear whether this indicates a deep understanding developed through effort or a chance occurrence.","학생은 도움을 요청하지 않고 올바른 답변을 제공했지만, 이는 노력으로 인한 깊은 이해를 나타내는지, 아니면 우연한 일치인지 여전히 불확실하다.",True,confidence_triad,PASS,0.7607421875,
Q053,S2,"The student demonstrated a strong inclination to avoid engaging deeply with challenging tasks, as evidenced by their frequent reluctance to attempt problems requiring sustained mental effort.","학생은 어려운 과제에 깊이적으로 접근하는 것을 피하려는 강한 경향을 보였으며, 이는 지속적인 정신적 노력이 필요한 문제를 시도하는 데 대한 빈번한 불편함으로 입증되었다.",True,cognitive_avoidance,FAIL_NLI,0.0202484130859375,entailment=0.020 < 임계값0.5
Q053,S3,There appears to be a notable disconnect between the student’s ability to produce accurate answers and their willingness to engage in the process of working through difficulties.,학생이 어려움을 극복하는 과정에 참여하는 의지와 정확한 답을 제시할 수 있는 능력 사이에 뚜렷한 차이가 있는 것으로 보인다.,True,cognitive_avoidance,PASS,0.84814453125,
Q040,S1,"The response was correct without the need for hints, yet the available data does not provide enough clarity to determine whether this accuracy stemmed from genuine understanding, luck, or a lack of confidence.","힌트 없이도 정확한 답변이었지만, 가용 데이터는 이 정확성이 진정한 이해, 운, 또는 불신을 기반으로 한 것인지 구분하기에 충분하지 않습니다.",True,confidence_triad,PASS,0.99169921875,
Q040,S2,There appears to be a complex interplay between the student’s approach to problem-solving and their perceived ability to handle difficult material.,학생이 문제 해결에 접근하는 방식과 어려운 내용을 다루는 데 대한 인식 사이에 복잡한 상호작용이 있는 것으로 보인다.,True,confidence_triad,FAIL_NLI,0.0992431640625,entailment=0.099 < 임계값0.5
Q031,S1,The student exhibits clear signs of avoiding challenging tasks.,학생은 도전적인 과제를 피하는 뚜렷한 징후를 보입니다.,True,cognitive_avoidance,PASS,0.95654296875,
Q031,S2,The behavior suggests a preference for simpler activities over more complex ones.,이 행동은 더 복잡한 활동보다 더 간단한 활동을 선호하는 것을 나타낸다.,True,cognitive_avoidance} There is no indication of engagement with difficult problems. [cognitive_avoidance,FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There is no indication of engagement with difficult problems. [cognitive_avoidance'} — 환각 의심
Q124,S1,"The student provided a correct response without requiring assistance, though the nature of this success remains unclear.","학생은 도움 없이 올바른 답변을 제공했지만, 이 성공의 본질은 여전히 불분명하다.",True,confidence_triad,PASS,0.94677734375,
Q124,S2,The student demonstrated a strong indication of avoiding challenging tasks.,학생은 도전적인 과제를 피하는 뚜렷한 징후를 보여주었다.,True,cognitive_avoidance,PASS,0.9951171875,
Q051,S1,The student exhibits clear signs of avoiding challenging tasks.,학생은 도전적인 과제를 피하는 뚜렷한 징후를 보입니다.,True,cognitive_avoidance,PASS,0.95654296875,
Q051,S2,"The behavior appears to be persistent, indicating a strong inclination to steer clear of complex situations.","이 행동은 지속적인 것으로 보이며, 복잡한 상황을 피하려는 강한 경향을 나타내고 있다.",True,cognitive_avoidance,PASS,0.9541015625,
Q051,S3,This trend may suggest a reluctance to engage deeply with difficult material.,이 경향은 어려운 내용과 깊이적으로 소통하려는 의지가 부족하다는 것을 시사할 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.0241546630859375,entailment=0.024 < 임계값0.5
Q033,S1,The student exhibits clear signs of avoiding challenging tasks.,학생은 도전적인 과제를 피하는 뚜렷한 징후를 보입니다.,True,cognitive_avoidance,PASS,0.95654296875,
Q033,S2,This behavior may indicate a preference for simpler activities.,이 행동은 더 간단한 활동을 선호하는 것을 나타낼 수 있습니다.,True,cognitive_avoidance} There appears to be a consistent pattern of steering away from complex problems. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a consistent pattern of steering away from complex problems. [cognitive_avoidance}'} — 환각 의심
Q122,S1,The student exhibits clear signs of avoiding challenging tasks.,학생은 도전적인 과제를 피하는 뚜렷한 징후를 보입니다.,True,cognitive_avoidance,PASS,0.95654296875,
Q122,S2,The behavior suggests a preference for simpler activities over more complex ones.,이 행동은 더 복잡한 활동보다 더 간단한 활동을 선호하는 것을 나타낸다.,True,cognitive_avoidance} There appears to be a strong inclination towards minimizing mental effort. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a strong inclination towards minimizing mental effort. [cognitive_avoidance}'} — 환각 의심
Q122,S3,The pattern indicates a consistent trend rather than random occurrences.,이 패턴은 무작위적인 일어나는 일들보다 일관된 추세를 나타냅니다.,True,cognitive_avoidance,FAIL_NLI,0.170166015625,entailment=0.170 < 임계값0.5
Q075,S1,The student may have avoided engaging deeply with the problem-solving process.,학생은 문제 해결 과정에 깊이 참여하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.369384765625,entailment=0.369 < 임계값0.5
Q075,S2,This could indicate a reluctance to confront challenging aspects of the task.,이는 작업의 어려운 측면에 직면하는 것을 꺼리는 태도를 나타낼 수 있습니다.,True,cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance}'} — 환각 의심
Q099,S1,The student may have avoided engaging deeply with the function evaluation task.,학생은 함수 평가 작업에 깊이적으로 참여하지 않았을 수도 있습니다.,True,cognitive_avoidance,FAIL_NLI,0.0010461807250976562,entailment=0.001 < 임계값0.5
Q099,S2,This avoidance could manifest through superficial responses or reluctance to explore complex aspects of the skill.,이 회피는 표면적인 반응이나 기술의 복잡한 측면을 탐구하는 것을 거부하는 태도로 나타날 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.0111846923828125,entailment=0.011 < 임계값0.5
Q099,S3,There appears to be a pattern of disengagement rather than active problem-solving.,비활성화된 문제 해결보다는 탈진의 패턴이 보인다.,True,cognitive_avoidance,PASS,0.98583984375,
Q057,S1,The student may have avoided engaging deeply with the problem-solving process.,학생은 문제 해결 과정에 깊이 참여하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.369384765625,entailment=0.369 < 임계값0.5
Q057,S2,This could indicate a reluctance to confront challenging aspects of the task.,이는 작업의 어려운 측면에 직면하는 것을 꺼리는 태도를 나타낼 수 있습니다.,True,cognitive_avoidance} There appears to be a tendency to disengage rather than persist through difficulties. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a tendency to disengage rather than persist through difficulties. [cognitive_avoidance}'} — 환각 의심
Q052,S1,The student may have been avoiding engaging deeply with the problem-solving process.,학생이 문제 해결 과정에 깊이 참여하는 것을 피했을 수도 있습니다.,True,cognitive_avoidance,FAIL_NLI,0.44873046875,entailment=0.449 < 임계값0.5
Q052,S2,The behavior suggests a reluctance to confront challenging aspects of the task.,이 행동은 작업의 어려운 측면에 직면하는 것을 꺼리는 태도를 나타낸다.,True,cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance}'} — 환각 의심
Q052,S3,The level of avoidance indicates a possible lack of confidence or interest in tackling complex equations.,회피 수준은 복잡한 방정식을 해결하는 데 대한 부족한 자신감이나 관심을 나타낼 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.00481414794921875,entailment=0.005 < 임계값0.5
Q123,S1,The student may have been avoiding engaging deeply with the problem-solving process.,학생이 문제 해결 과정에 깊이 참여하는 것을 피했을 수도 있습니다.,True,cognitive_avoidance,FAIL_NLI,0.44873046875,entailment=0.449 < 임계값0.5
Q123,S2,The tendency appears to be evident in their approach to tackling the task.,그들의 작업에 대한 접근 방식에서 이 경향이 분명하게 드러나 보인다.,True,cognitive_avoidance,FAIL_NLI,0.342041015625,entailment=0.342 < 임계값0.5
Q123,S3,There is a noticeable lack of effort in applying the required mathematical strategies.,필요한 수학 전략을 적용하는 데 있어 노력이 부족한 점이 눈에 띈다.,True,cognitive_avoidance,FAIL_NLI,0.0240631103515625,entailment=0.024 < 임계값0.5
Q116,S1,The student may have avoided engaging deeply with the problem-solving process.,학생은 문제 해결 과정에 깊이 참여하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.369384765625,entailment=0.369 < 임계값0.5
Q116,S2,This could indicate a reluctance to confront challenging aspects of the task.,이는 작업의 어려운 측면에 직면하는 것을 꺼리는 태도를 나타낼 수 있습니다.,True,cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance,FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance'} — 환각 의심
Q003,S1,"The student demonstrated a strong indication of avoiding challenging tasks, as evidenced by the high cognitive avoidance score.","학생은 도전적인 과제를 피하는 데 강한 징후를 보였으며, 이는 높은 인지 회피 점수로 입증된다.",True,cognitive_avoidance,FAIL_NLI,0.0033931732177734375,entailment=0.003 < 임계값0.5
Q003,S2,"The response to the question could not be definitively categorized due to insufficient data to determine if the correct answer resulted from understanding, luck, or lack of confidence.","질문에 대한 답변은 이해, 운, 또는 자신감 부족으로 인한 것인지 판단하기에 데이터가 부족하여 명확히 분류할 수 없었다.",True,confidence_triad,PASS,0.9736328125,
Q003,S3,"There appears to be a potential conflict between the high confidence level and the tendency to avoid difficult work, though this remains uncertain.","높은 신뢰 수준과 어려운 일을 피하는 경향 사이에 잠재적인 갈등이 있을 수 있지만, 이는 여전히 불확실합니다.",True,confidence_triad,FAIL_NLI,0.421630859375,entailment=0.422 < 임계값0.5
Q138,S1,The student may have avoided engaging deeply with the problem-solving process.,학생은 문제 해결 과정에 깊이 참여하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.369384765625,entailment=0.369 < 임계값0.5
Q138,S2,There appears to be a tendency to make errors during task execution.,작업 수행 중 오류를 발생시키는 경향이 있는 것으로 보인다.,True,slipping,FAIL_NLI,0.267578125,entailment=0.268 < 임계값0.5
Q125,S1,The student may have avoided engaging deeply with the task due to discomfort or uncertainty.,학생은 불편함이나 불확실함으로 인해 작업에 깊이 참여하지 않은 것으로 보일 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.024566650390625,entailment=0.025 < 임계값0.5
Q125,S2,"There appears to be a noticeable inconsistency in performance, suggesting difficulty maintaining focus or accuracy.","성능에 있어 눈에 띄는 불일치가 있는 것으로 보이며, 집중력이나 정확도를 유지하는 데 어려움이 있을 가능성이 있습니다.",True,slipping,FAIL_NLI,0.02978515625,entailment=0.030 < 임계값0.5
Q067,S1,"The student demonstrated a strong engagement with the task, making independent judgments despite using a hint.","학생은 작업에 대한 강한 참여를 보였으며, 단서를 사용하더라도 독립적인 판단을 내렸다.",True,productive_struggle,FAIL_NLI,0.2978515625,entailment=0.298 < 임계값0.5
Q067,S2,"The student also showed a clear inclination to avoid deeper cognitive effort, indicating a preference for less challenging paths.","학생은 또한 더 깊은 인지적 노력은 피하는 경향이 있었으며, 이는 덜 도전적인 길을 선호하는 것을 나타냈다.",True,cognitive_avoidance,FAIL_NLI,0.0665283203125,entailment=0.067 < 임계값0.5
Q067,S3,This combination suggests a complex interaction between persistence and avoidance tendencies.,이 조합은 지속성과 회피 경향 사이의 복잡한 상호작용을 시사합니다.,True,cognitive_avoidance;productive_struggle,FAIL_NLI,0.02508544921875,entailment=0.025 < 임계값0.5
Q015,S1,The student may have avoided engaging deeply with the number line task.,학생은 수선 작업에 깊이 참여하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.0010786056518554688,entailment=0.001 < 임계값0.5
Q015,S2,This avoidance could manifest through minimal effort or incomplete responses.,이 회피는 최소한의 노력이나 불완전한 답변을 통해 나타날 수 있다.,True,cognitive_avoidance} There appears to be a reluctance to fully participate in the activity. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a reluctance to fully participate in the activity. [cognitive_avoidance}'} — 환각 의심
Q119,S1,The student may have avoided engaging deeply with the material.,학생은 자료와 깊이적으로 소통하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.01348876953125,entailment=0.013 < 임계값0.5
Q119,S2,The behavior suggests a possible reluctance to confront challenging aspects of the task.,이 행동은 작업의 어려운 측면에 직면하는 데 대한 가능성이 있는 주저를 나타냅니다.,True,cognitive_avoidance} There appears to be a trend of disengagement rather than active problem-solving. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a trend of disengagement rather than active problem-solving. [cognitive_avoidance}'} — 환각 의심
Q119,S3,The pattern indicates a lack of commitment to mastering the skill.,이 패턴은 기술을 마스터하는 데 대한 의지가 부족함을 나타냅니다.,True,cognitive_avoidance,FAIL_NLI,0.0120391845703125,entailment=0.012 < 임계값0.5
Q061,S1,The student may have been avoiding tasks related to calculating perimeters.,학생은 둘레 계산과 관련된 과제를 피하고 있었을 수도 있습니다.,True,cognitive_avoidance,FAIL_NLI,0.0006480216979980469,entailment=0.001 < 임계값0.5
Q061,S2,This avoidance could indicate a reluctance to engage with the skill being practiced.,이 회피는 연습하는 기술과 소통하려는 의욕이 부족함을 나타낼 수 있다.,True,cognitive_avoidance} There appears to be a pattern of disengagement during step 100. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a pattern of disengagement during step 100. [cognitive_avoidance}'} — 환각 의심
Q061,S3,The behavior suggests a possible difficulty in applying the concept of perimeter.,이 행동은 둘레 개념을 적용하는 데 어려움이 있을 수 있음을 시사합니다.,True,cognitive_avoidance,FAIL_NLI,0.0038967132568359375,entailment=0.004 < 임계값0.5
Q106,S1,The student may have avoided engaging deeply with the task due to discomfort or uncertainty.,학생은 불편함이나 불확실함으로 인해 작업에 깊이 참여하지 않은 것으로 보일 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.024566650390625,entailment=0.025 < 임계값0.5
Q106,S2,The behavior suggests a reluctance to confront challenging aspects of the skill being practiced.,이 행동은 연습 중인 기술의 어려운 측면에 직면하는 것을 꺼리는 태도를 나타냅니다.,True,cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a pattern of disengagement rather than active participation. [cognitive_avoidance}'} — 환각 의심
