item_id,sentence_id,sentence_text,majority_tag,n_raters,cited_indicators,fact_premise_list,fact_premise,record_premise,indicator,is_core,is_negative_control,,,,,,,
Q100,S1,"The student provided a correct response without requiring assistance, indicating some level of understanding or insight.",supported,1,['confidence_triad'],"['The status of this indicator (confidence_triad) is AMBIGUOUS. The student answered correctly without using a hint, but the current data cannot structurally distinguish whether this reflects a correct answer despite low confidence (underconfidence), a correct answer after productive struggle (productive_struggle), or a lucky guess (lucky_guess). (Note: confidence is high, so the signal leans slightly toward productive struggle.)']","The status of this indicator (confidence_triad) is AMBIGUOUS. The student answered correctly without using a hint, but the current data cannot structurally distinguish whether this reflects a correct answer despite low confidence (underconfidence), a correct answer after productive struggle (productive_struggle), or a lucky guess (lucky_guess). (Note: confidence is high, so the signal leans slightly toward productive struggle.)","The student is practicing the skill 'percents'. Before these attempts, the student's cumulative accuracy on this skill was 50%. On attempt 1, the student answered correctly, used no hints, and took 3.99 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.45 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.42 times their own average response time.",confidence_triad,FALSE,FALSE,,,,,,,
Q100,S2,"This outcome could suggest the student arrived at the solution through thoughtful engagement rather than mere chance, though the exact nature of their process remains unclear.",partial,1,['confidence_triad'],"['The status of this indicator (confidence_triad) is AMBIGUOUS. The student answered correctly without using a hint, but the current data cannot structurally distinguish whether this reflects a correct answer despite low confidence (underconfidence), a correct answer after productive struggle (productive_struggle), or a lucky guess (lucky_guess). (Note: confidence is high, so the signal leans slightly toward productive struggle.)']","The status of this indicator (confidence_triad) is AMBIGUOUS. The student answered correctly without using a hint, but the current data cannot structurally distinguish whether this reflects a correct answer despite low confidence (underconfidence), a correct answer after productive struggle (productive_struggle), or a lucky guess (lucky_guess). (Note: confidence is high, so the signal leans slightly toward productive struggle.)","The student is practicing the skill 'percents'. Before these attempts, the student's cumulative accuracy on this skill was 50%. On attempt 1, the student answered correctly, used no hints, and took 3.99 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.45 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.42 times their own average response time.",confidence_triad,FALSE,FALSE,,,,,,,
Q100,S3,"The presence of high confidence further complicates interpretation, as it may reflect genuine mastery or overestimation of competence.",unknown,1,['confidence_triad'],"['The status of this indicator (confidence_triad) is AMBIGUOUS. The student answered correctly without using a hint, but the current data cannot structurally distinguish whether this reflects a correct answer despite low confidence (underconfidence), a correct answer after productive struggle (productive_struggle), or a lucky guess (lucky_guess). (Note: confidence is high, so the signal leans slightly toward productive struggle.)']","The status of this indicator (confidence_triad) is AMBIGUOUS. The student answered correctly without using a hint, but the current data cannot structurally distinguish whether this reflects a correct answer despite low confidence (underconfidence), a correct answer after productive struggle (productive_struggle), or a lucky guess (lucky_guess). (Note: confidence is high, so the signal leans slightly toward productive struggle.)","The student is practicing the skill 'percents'. Before these attempts, the student's cumulative accuracy on this skill was 50%. On attempt 1, the student answered correctly, used no hints, and took 3.99 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.45 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.42 times their own average response time.",confidence_triad,FALSE,FALSE,,,,,,,
Q132,S1,"The student exhibits signs of avoiding challenging tasks, indicating a possible reluctance to engage deeply with complex problems.",unsupported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'equation-solving'. Before these attempts, the student's cumulative accuracy on this skill was 64%. On attempt 1, the student answered correctly, used no hints, and took 0.18 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 0.18 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 6.37 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 1.47 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q132,S2,"The student also shows frustration that does not lead to effective problem-solving strategies, suggesting difficulty in managing task demands.",unsupported,1,['unproductive_frustration'],['The student experienced unproductive frustration amid repeated failures or difficulty.'],The student experienced unproductive frustration amid repeated failures or difficulty.,"The student is practicing the skill 'equation-solving'. Before these attempts, the student's cumulative accuracy on this skill was 64%. On attempt 1, the student answered correctly, used no hints, and took 0.18 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 0.18 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 6.37 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 1.47 times their own average response time.",unproductive_frustration,FALSE,FALSE,,,,,,,
Q058,S1,"The student provided a correct response without requiring assistance, indicating some level of understanding or mastery.",unsupported,1,[],,[],,FALSE,TRUE,,,,,,,,
Q058,S2,"This outcome may reflect a combination of factors, including potential perseverance through challenges or chance accuracy.",partial,1,[],,,"The student is practicing the skill 'probability'. Before these attempts, the student's cumulative accuracy on this skill was 30%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.08 times their own average response time. On attempt 2, the student answered correctly, used 2 hints, and took 0.76 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.46 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 2.66 times their own average response time.",,FALSE,TRUE,,,,,,,
Q058,S3,The available information does not allow for a clear determination of the exact contributing elements behind the successful response.,supported,1,[],,,"The student is practicing the skill 'probability'. Before these attempts, the student's cumulative accuracy on this skill was 30%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.08 times their own average response time. On attempt 2, the student answered correctly, used 2 hints, and took 0.76 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.46 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 2.66 times their own average response time.",,FALSE,TRUE,,,,,,,
Q019,S1,The student demonstrates a strong sense of confidence in their ability to interpret number lines.,supported,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted. ']","The student showed excessive confidence, higher than their actual level of understanding warranted. ","The student is practicing the skill 'interpreting-numberline'. Before these attempts, the student's cumulative accuracy on this skill was 31%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.07 times their own average response time. On attempt 2, the student answered incorrectly, used 3 hints, and took 0.07 times their own average response time. On attempt 3, the student answered correctly, used 3 hints, and took 0.33 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 0.52 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q019,S2,The student also shows signs of inconsistency in maintaining accurate responses throughout the task.,supported,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well. '],The student made an unexpected mistake on content they had previously understood well. ,"The student is practicing the skill 'interpreting-numberline'. Before these attempts, the student's cumulative accuracy on this skill was 31%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.07 times their own average response time. On attempt 2, the student answered incorrectly, used 3 hints, and took 0.07 times their own average response time. On attempt 3, the student answered correctly, used 3 hints, and took 0.33 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 0.52 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q093,S1,The student may have been avoiding tasks that require critical thinking.,supported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 17 hints, and took 0.04 times their own average response time. On attempt 2, the student answered incorrectly, used 18 hints, and took 0.04 times their own average response time. On attempt 3, the student answered incorrectly, used 19 hints, and took 0.04 times their own average response time. On attempt 4, the student answered correctly, used 19 hints, and took 0.39 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q093,S2,The behavior suggests a possible reluctance to engage deeply with complex material.,supported,5,[],,,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 17 hints, and took 0.04 times their own average response time. On attempt 2, the student answered incorrectly, used 18 hints, and took 0.04 times their own average response time. On attempt 3, the student answered incorrectly, used 19 hints, and took 0.04 times their own average response time. On attempt 4, the student answered correctly, used 19 hints, and took 0.39 times their own average response time.",,TRUE,FALSE,,,,,,,
Q093,S3,The pattern indicates a potential inclination to bypass challenging aspects of work.,supported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 17 hints, and took 0.04 times their own average response time. On attempt 2, the student answered incorrectly, used 18 hints, and took 0.04 times their own average response time. On attempt 3, the student answered incorrectly, used 19 hints, and took 0.04 times their own average response time. On attempt 4, the student answered correctly, used 19 hints, and took 0.39 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q037,S1,The student may have overestimated their ability to perform the task successfully.,unsupported,5,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'symbolization-articulation'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.22 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 2.21 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.34 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",overconfidence,TRUE,FALSE,,,,,,,
Q037,S2,This indicates a possible lack of awareness regarding the difficulty of the skill being practiced.,unsupported,5,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'symbolization-articulation'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.22 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 2.21 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.34 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",overconfidence,TRUE,FALSE,,,,,,,
Q037,S3,There appears to be a tendency to rely on prior knowledge rather than current feedback.,unsupported,5,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'symbolization-articulation'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.22 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 2.21 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.34 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",overconfidence,TRUE,FALSE,,,,,,,
Q037,S4,The high level of confidence might lead to less attention given to corrective guidance.,unsupported,5,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'symbolization-articulation'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.22 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 2.21 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.34 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",overconfidence,TRUE,FALSE,,,,,,,
Q020,S1,"The student may have avoided engaging deeply with complex tasks, indicating a possible reluctance to confront challenging material.",unsupported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 56%. On attempt 1, the student answered correctly, used no hints, and took 3.04 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 1.42 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 2.34 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.46 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q020,S2,"There appears to be a notable inconsistency in task completion, suggesting difficulty maintaining focus or accuracy over time.",partial,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 56%. On attempt 1, the student answered correctly, used no hints, and took 3.04 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 1.42 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 2.34 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.46 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q116,S1,The student may have avoided engaging deeply with the problem-solving process.,unsupported,5,[],The student showed a tendency to avoid difficult problems or avoid asking for help.,[],cognitive_avoidance,TRUE,FALSE,,,,,,,,
Q116,S2,This could indicate a reluctance to confront challenging aspects of the task.,unsupported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'pythagorean-theorem'. Before these attempts, the student's cumulative accuracy on this skill was 38%. On attempt 1, the student answered incorrectly, used 1 hint, and took 1.62 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 1.79 times their own average response time. On attempt 3, the student answered correctly, used 1 hint, and took 0.25 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.67 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q039,S1,"The student engaged in independent problem-solving despite the availability of hints, indicating a strong capacity for self-directed effort.",unsupported,5,['productive_struggle'],"['The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).']","The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).","The student is practicing the skill 'multiplying-decimals'. Before these attempts, the student's cumulative accuracy on this skill was 5%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.21 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.13 times their own average response time. On attempt 3, the student answered incorrectly, used 1 hint, and took 1.13 times their own average response time. On attempt 4, the student answered correctly, used 1 hint, and took 0.84 times their own average response time.",productive_struggle,TRUE,FALSE,,,,,,,
Q063,S1,The student may have been avoiding tasks that require deeper thinking or analysis.,partial,1,[],,,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 20%. On attempt 1, the student answered incorrectly, used no hints, and took 0.53 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.34 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.24 times their own average response time. On attempt 4, the student answered correctly, used no hints, and took 0.29 times their own average response time.",,FALSE,TRUE,,,,,,,
Q063,S2,This could indicate a preference for simpler problems or a reluctance to engage with complex material.,unsupported,1,[],,,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 20%. On attempt 1, the student answered incorrectly, used no hints, and took 0.53 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.34 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.24 times their own average response time. On attempt 4, the student answered correctly, used no hints, and took 0.29 times their own average response time.",,FALSE,TRUE,,,,,,,
